index,predicted_value,actual_value
1164.0,0.963053842751,0.679367040292
1165.0,0.973222046645,1.01699027576
1166.0,-0.115444182886,0.534900171986
1167.0,1.01329158225,2.58658596245
1168.0,0.878011653593,0.518243238168
1169.0,0.469985111191,0.216816801192
1170.0,-0.205267766251,1.04742121254
1171.0,0.687511853828,0.444248012938
1172.0,0.713463570267,-1.12887125591
1173.0,0.161110035093,-0.276484700341
1174.0,-0.0945269179182,-0.57182494996
1175.0,-0.37287068853,2.49817608296
1176.0,1.27553792118,0.723038103956
1177.0,1.11874278634,1.36614523463
1178.0,-0.253510944698,0.448091920742
1179.0,0.879974182078,0.587113252992
1180.0,0.138253732188,-0.0794844253779
1181.0,0.73637859954,0.725280383508
1182.0,0.615815499015,1.61728054451
1183.0,1.0085400851,1.11116601696
1184.0,0.208710426734,0.314836450198
1185.0,0.00942943314081,1.40042007922
1186.0,0.200834686744,1.20694338641
1187.0,0.983736202242,0.0143709901735
1188.0,0.212671787277,-0.72013572607
1189.0,-0.460699710846,0.520805843371
1190.0,0.722657984184,-0.419349940395
1191.0,0.502075334843,1.12333839167
1192.0,0.125724728251,-0.339588853459
1193.0,0.952700917732,-0.887986366851
1194.0,-0.191472408243,-1.14969242318
1195.0,-0.792789854577,-1.08466631616
1196.0,-0.280042450564,-0.892364150739
1197.0,-0.810104950831,-1.12278506855
1198.0,-1.02475901304,-0.903041672418
1199.0,-1.02132298656,-0.270718838634
1200.0,0.0596415465847,-0.708283677007
1201.0,-0.805795075981,0.332454360967
1202.0,0.072221802626,-0.522815125457
1203.0,-0.298239083008,0.107585754424
1204.0,0.0256304367831,-1.08178338531
1205.0,-0.00839775705311,0.210944164269
1206.0,0.59507654866,0.919504502835
1207.0,0.791357158662,1.13839369724
1208.0,-0.0270150838512,0.274368643038
1209.0,-0.0306326281958,1.43715075379
1210.0,0.358661270174,0.208808659934
1211.0,1.1603915274,2.36043605331
1212.0,0.441565819492,0.884055130863
1213.0,0.61172494046,0.944596678778
1214.0,-0.164872566238,1.19637263995
1215.0,1.20586495672,2.19835127423
1216.0,0.62685071767,1.37159077069
1217.0,0.37187897426,2.30181645929
1218.0,1.01080158419,2.03818844906
1219.0,1.9810722501,2.89185630723
1220.0,1.14908830295,-0.0804454023289
1221.0,0.608795028512,0.71492318748
1222.0,0.666895694972,-0.857555430068
1223.0,0.509728982382,0.426950427819
1224.0,0.100661381616,-0.763379688867
1225.0,0.0529787730575,-0.103188523504
1226.0,-0.0537430561161,-0.251499299614
1227.0,-0.127176643706,1.50292428733
1228.0,0.277187508761,0.748557380767
1229.0,1.13106891737,0.879250246108
1230.0,-0.276427041724,1.17523114703
1231.0,0.950260036277,1.46384455799
1232.0,0.518399129984,0.308323161974
1233.0,0.405369021003,0.416379681358
1234.0,0.382179579422,-0.0535380476999
1235.0,0.657189827766,-0.842500124502
1236.0,-0.199790197631,-1.31978534352
1237.0,-0.272230775704,-0.733909729035
1238.0,-0.417876442403,-0.822639934181
1239.0,-0.0303592836408,-0.417107660843
1240.0,-0.78299429619,-1.00170197272
1241.0,-0.561980274972,0.380823534169
1242.0,0.379895301618,-0.351120576871
1243.0,-0.174388373558,-0.0189428774625
1244.0,-0.391205274554,0.778454441466
1245.0,0.368937317037,0.6406076366
1246.0,0.202592206812,-0.649984408644
1247.0,0.0740113552592,-1.05135244853
1248.0,-0.734981752211,-1.37360005278
1249.0,-0.647250963095,-0.14611216065
1250.0,0.470696234135,-0.747683732
1251.0,-0.39048432829,-0.140025973293
1252.0,-0.585626714481,-1.18364694212
1253.0,0.31087722516,-1.13816069977
1254.0,-0.668520586278,-0.648703106043
1255.0,0.294567951448,0.197917587822
1256.0,-0.0456153266146,-0.974794618095
1257.0,-1.04360270329,0.190550097864
1258.0,0.122327140853,-0.236764319698
1259.0,0.51974663322,-0.685540555833
1260.0,-0.809248186492,-1.33932520819
